COD_URB,ISO_A3,NAM_1,COD_1,NAM_URB,NAM_0
8212,IDN,Sulawesi Tenggara,IDN028,Kendari,Indonesia
8218,IDN,Nusa Tenggara Timur,IDN019,Kupang,Indonesia
8219,USA,Connecticut,USA007,Hartford,United States
8234,IND,Rajasthan,IND029,Kota,India
8237,USA,Rhode Island,USA040,Providence,United States
8238,BRA,Bahia,BRA005,Salvador,Brazil
8240,IND,Uttarakhand,IND035,Roorkee,India
8242,IDN,Gorontalo,IDN029,Gorontalo,Indonesia
8252,IND,Uttar Pradesh,IND034,Muzaffarnagar,India
8255,USA,Massachusetts,USA022,Boston,United States
8258,IND,Maharashtra,IND021,Pune,India
8259,CHN,Hebei Sheng,CHN010,Xuanhua,China
8263,NGA,Plateau,NGA032,Jos,Nigeria
8268,BRA,Rio Grande Do Norte,BRA024,Mossoró,Brazil
8284,IDN,Sulawesi Utara,IDN025,Manado,Indonesia
8294,IND,Uttarakhand,IND035,Haridwar,India
8304,NGA,Benue,NGA007,Gboko,Nigeria
8305,IND,Uttar Pradesh,IND034,Meerut,India
8313,BRA,Sergipe,BRA030,Aracaju,Brazil
8317,IDN,Maluku Utara,IDN032,Ternate,Indonesia
8326,CHN,Shanxi Sheng,CHN025,Taiyuan,China
8331,CHN,Shaanxi Sheng,CHN022,Weinan,China
8332,IDN,Maluku,IDN031,Ambon,Indonesia
8336,CHN,Sichuan Sheng,CHN026,Luzhou,China
8340,IND,Uttar Pradesh,IND034,Greater Noida,India
8342,IDN,Papua Barat Daya,IDN034,Sorong,Indonesia
8343,BRA,Pernambuco,BRA021,Caruaru,Brazil
8345,IND,Haryana,IND013,Palwal,India
8348,BRA,Paraiba,BRA019,Campina Grande,Brazil
8350,IND,Uttarakhand,IND035,Rishikesh,India
8353,BRA,Alagoas,BRA002,Maceió,Brazil
8355,IND,Maharashtra,IND021,Malegaon,India
8363,BRA,Rio Grande Do Norte,BRA024,Natal,Brazil
8387,IDN,Papua Tengah,IDN037,Timika,Indonesia
8388,BRA,Pernambuco,BRA021,Recife,Brazil
8399,NGA,Bauchi,NGA005,Bauchi,Nigeria
8400,IND,Uttar Pradesh,IND034,Hapur,India
8403,BRA,Paraiba,BRA019,João Pessoa,Brazil
8419,CHN,Sichuan Sheng,CHN026,Guang'an,China
8422,IND,Maharashtra,IND021,Dhule,India
8423,CHN,Chongqing Shi,CHN003,Hechuan,China
8427,CHN,Heilongjiang Sheng,CHN011,Qiqihar,China
8428,IDN,Papua Selatan,IDN036,Merauke,Indonesia
8429,NGA,Jigawa,NGA018,Hadejia,Nigeria
8435,CHN,Chongqing Shi,CHN003,Yongchuan,China
8448,IND,Uttar Pradesh,IND034,Bijnor,India
8466,IND,Maharashtra,IND021,Satara,India
8467,CHN,Yunnan Sheng,CHN030,Xuanwei,China
8471,NGA,Yobe,NGA036,Gashua,Nigeria
8475,IND,Uttar Pradesh,IND034,Najibabad,India
8477,NGA,Yobe,NGA036,Potiskum,Nigeria
8480,NGA,Gombe,NGA016,KUNDULUN,Nigeria
8481,IND,Uttar Pradesh,IND034,Bulandshahr,India
8485,CHN,Yunnan Sheng,CHN030,Qujing,China
8486,NGA,Gombe,NGA016,Titi,Nigeria
8498,NGA,Taraba,NGA035,Jalingo,Nigeria
8499,IND,Madhya Pradesh,IND020,Ujjain,India
8506,CHN,Shanxi Sheng,CHN025,Jinzhong,China
8512,CHN,Chongqing Shi,CHN003,Beibei,China
8514,IND,Uttar Pradesh,IND034,Khurja,India
8518,CHN,Chongqing Shi,CHN003,Zengjia,China
8519,NGA,Yobe,NGA036,Damaturu,Nigeria
8536,CHN,Sichuan Sheng,CHN026,Dazhou,China
8543,NGA,Adamawa,NGA002,Yola,Nigeria
8544,IND,Rajasthan,IND029,Bharatpur,India
8556,IND,Uttar Pradesh,IND034,Mathura,India
8557,CHN,Chongqing Shi,CHN003,Chongqing,China
8564,NGA,Borno,NGA008,Maiduguri,Nigeria
8565,IND,Madhya Pradesh,IND020,Indore,India
8570,NGA,Adamawa,NGA002,Mubi,Nigeria
8572,CHN,Chongqing Shi,CHN003,Zheba,China
8574,IND,Maharashtra,IND021,Kedgaon,India
8583,IND,Goa,IND011,Panaji,India
8584,CHN,Shanxi Sheng,CHN025,Linfen,China
8600,NGA,Borno,NGA008,Gamboru,Nigeria
8614,IND,Madhya Pradesh,IND020,Dewas,India
8616,IND,Maharashtra,IND021,Kolhapur,India
8618,IND,Uttar Pradesh,IND034,Amroha,India
8626,IND,Uttar Pradesh,IND034,Aligarh,India
8629,CHN,Guizhou Sheng,CHN008,Liupanshui,China
8635,CHN,Shaanxi Sheng,CHN022,Ankang,China
8645,CHN,Guizhou Sheng,CHN008,Bijie,China
8648,IND,Maharashtra,IND021,Jalgaon,India
8652,IND,Uttar Pradesh,IND034,Hathras,India
8660,IND,Uttar Pradesh,IND034,Agra,India
8666,IND,Uttar Pradesh,IND034,Moradabad,India
8672,IND,Maharashtra,IND021,Chhatrapati Sambhajinagar,India
8674,IND,Uttar Pradesh,IND034,Sambhal,India
8677,CHN,Shanxi Sheng,CHN025,Yangquan,China
8680,IND,Maharashtra,IND021,Ichalkaranji,India
8685,CHN,Shanxi Sheng,CHN025,Yuncheng,China
8686,IND,Uttarakhand,IND035,Thakurdwara,India
8694,IND,Maharashtra,IND021,Sangli,India
8702,IND,Rajasthan,IND029,Dhaulpur,India
8704,IND,Maharashtra,IND021,Bhusawal,India
8728,IND,Karnataka,IND017,Belagavi,India
8732,IND,Uttar Pradesh,IND034,Chandausi,India
8736,IND,Uttar Pradesh,IND034,Tundla,India
8737,CHN,Beijing Shi,CHN002,Changping,China
8741,CHN,Chongqing Shi,CHN003,Huiminxiang,China
8743,CHN,Jilin Sheng,CHN017,Baicheng,China
8745,CHN,Beijing Shi,CHN002,Beijing,China
8754,IND,Madhya Pradesh,IND020,Morena,India
8758,IND,Uttar Pradesh,IND034,Rampur,India
8760,IND,Madhya Pradesh,IND020,Guna,India
8766,IND,Uttar Pradesh,IND034,Firozabad,India
8776,IND,Madhya Pradesh,IND020,Khandwa,India
8780,IND,Madhya Pradesh,IND020,Burhanpur,India
8781,CHN,Chongqing Shi,CHN003,Nanchuan,China
8783,CHN,Beijing Shi,CHN002,Fangshan,China
8789,CHN,Hebei Sheng,CHN010,Shijiazhuang,China
8793,CHN,Beijing Shi,CHN002,Huairou,China
8794,IND,Uttar Pradesh,IND034,Etah,India
8797,CHN,Nei Mongol Zizhiqu,CHN019,Chifeng,China
8804,IND,Maharashtra,IND021,Jalna,India
8806,IND,Madhya Pradesh,IND020,Gwalior,India
8812,IND,Uttarakhand,IND035,Haldwani,India
8814,IND,Uttarakhand,IND035,Rudrapur,India
8817,CHN,Chongqing Shi,CHN003,Wanzhou,China
8821,CHN,Beijing Shi,CHN002,Miyun,China
8843,CHN,Heilongjiang Sheng,CHN011,Ranghulu,China
8844,IND,Maharashtra,IND021,Beed,India
8852,IND,Uttar Pradesh,IND034,Badaun,India
8853,CHN,Hebei Sheng,CHN010,Baoding,China
8860,IND,Uttar Pradesh,IND034,Bareilly,India
8866,IND,Karnataka,IND017,Dharwad,India
8879,CHN,Hebei Sheng,CHN010,Songzhuang,China
8886,IND,Madhya Pradesh,IND020,Bhopal,India
8895,CHN,Shanxi Sheng,CHN025,Changzhi,China
8902,IND,Karnataka,IND017,Udupi,India
8903,CHN,Hebei Sheng,CHN010,Chengde,China
8904,IND,Uttar Pradesh,IND034,Mainpuri,India
8905,CHN,Heilongjiang Sheng,CHN011,Daqing,China
8909,CHN,Guizhou Sheng,CHN008,Anshun,China
8920,IND,Madhya Pradesh,IND020,Bhind,India
8929,CHN,Beijing Shi,CHN002,Pinggu,China
8934,IND,Karnataka,IND017,Mangaluru,India
8936,IND,Uttar Pradesh,IND034,Pilibhit,India
8945,CHN,Guizhou Sheng,CHN008,Honghuagang,China
8946,IND,Uttar Pradesh,IND034,Etawah,India
8947,CHN,Hebei Sheng,CHN010,Sanhe,China
8949,CHN,Shanxi Sheng,CHN025,Gaoping,China
8950,IND,Karnataka,IND017,Vijayapura,India
8954,IND,Maharashtra,IND021,Solapur,India
8962,IND,Uttar Pradesh,IND034,Jhansi,India
8975,CHN,Hebei Sheng,CHN010,Langfang,China
8981,CHN,Shanxi Sheng,CHN025,Jincheng,China
8999,CHN,Henan Sheng,CHN012,Jiyuan,China
9002,IND,Maharashtra,IND021,Akola,India
9010,IND,Uttar Pradesh,IND034,Farrukhabad,India
9019,CHN,Guizhou Sheng,CHN008,Guiyang,China
9023,CHN,Hebei Sheng,CHN010,Xingtai,China
9025,CHN,Henan Sheng,CHN012,Luoyang,China
9028,IND,Uttar Pradesh,IND034,Shahjahanpur,India
9029,CHN,Hubei Sheng,CHN013,Shiyan,China
9037,CHN,Hebei Sheng,CHN010,Renqiu,China
9042,IND,Maharashtra,IND021,Parbhani,India
9044,IND,Maharashtra,IND021,Latur,India
9051,CHN,Henan Sheng,CHN012,Bo'ai,China
9055,CHN,Tianjin Shi,CHN027,Baochi,China
9064,IND,Karnataka,IND017,Shivamogga,India
9069,CHN,Tianjin Shi,CHN027,Wuqing,China
9091,CHN,Hebei Sheng,CHN010,Hejian,China
9107,CHN,Hebei Sheng,CHN010,Handan,China
9108,IND,Kerala,IND018,Kannur,India
9109,CHN,Henan Sheng,CHN012,Yanshi District,China
9113,CHN,Henan Sheng,CHN012,Jiaozuo,China
9118,IND,Uttar Pradesh,IND034,Orai,India
9127,CHN,Tianjin Shi,CHN027,Tianjin,China
9132,IND,Karnataka,IND017,Davanagere,India
9133,CHN,Henan Sheng,CHN012,Guxian,China
9140,IND,Uttar Pradesh,IND034,Hardoi,India
9141,CHN,Hebei Sheng,CHN010,Hengshui,China
9145,CHN,Nei Mongol Zizhiqu,CHN019,Tongliao,China
9149,CHN,Henan Sheng,CHN012,Gongyi,China
9150,IND,Kerala,IND018,Thalassery,India
9151,CHN,Hubei Sheng,CHN013,Enshi,China
9152,IND,Madhya Pradesh,IND020,Sagar,India
9159,CHN,Hebei Sheng,CHN010,Cixian,China
9160,IND,Maharashtra,IND021,Amravati,India
9168,IND,Kerala,IND018,Vadakara,India
9174,IND,Maharashtra,IND021,Nanded,India
9184,IND,Karnataka,IND017,Kalaburagi,India
9191,CHN,Henan Sheng,CHN012,Anyang,China
9194,IND,Karnataka,IND017,Hosapete,India
9215,CHN,Hebei Sheng,CHN010,Fengrun,China
9218,IND,Uttar Pradesh,IND034,Lakhimpur,India
9227,CHN,Henan Sheng,CHN012,Dengfeng,China
9229,CHN,Hebei Sheng,CHN010,Tangshan,China
9230,IND,Kerala,IND018,Kozhikode,India
9235,CHN,Heilongjiang Sheng,CHN011,Zhaodong,China
9236,IND,Uttar Pradesh,IND034,Sitapur,India
9241,CHN,Henan Sheng,CHN012,Xinxiang,China
9243,CHN,Henan Sheng,CHN012,Xingyang,China
9244,IND,Uttar Pradesh,IND034,Kanpur,India
9250,IND,Madhya Pradesh,IND020,Chhatarpur,India
9251,CHN,Tianjin Shi,CHN027,Binhai New Area,China
9271,CHN,Hebei Sheng,CHN010,Botou,China
9275,CHN,Heilongjiang Sheng,CHN011,Suihua,China
9277,CHN,Henan Sheng,CHN012,Zhengzhou,China
9278,IND,Kerala,IND018,Tanur,India
9281,CHN,Hebei Sheng,CHN010,Cangzhou,China
9284,IND,Maharashtra,IND021,Yavatmal,India
9291,CHN,Henan Sheng,CHN012,Xinmi,China
9295,CHN,Tianjin Shi,CHN027,Gulin,China
9298,IND,Kerala,IND018,Ponnani,India
9299,CHN,Liaoning Sheng,CHN018,Chaoyang,China
9301,CHN,Tianjin Shi,CHN027,Chengtougu,China
9310,IND,Karnataka,IND017,Bidar,India
9314,IND,Madhya Pradesh,IND020,Damoh,India
9329,CHN,Henan Sheng,CHN012,Dengzhou,China
9330,IND,Karnataka,IND017,Ballari,India
9340,IND,Madhya Pradesh,IND020,Chhindwara,India
9346,IND,Uttar Pradesh,IND034,Lucknow,India
9351,CHN,Shandong Sheng,CHN023,Dezhou,China
9352,IND,Kerala,IND018,Thrissur,India
9355,CHN,Shandong Sheng,CHN023,Linqing,China
9361,CHN,Guizhou Sheng,CHN008,Kaili,China
9366,IND,Uttar Pradesh,IND034,Banda,India
9370,IND,Maharashtra,IND021,Wardha,India
9376,IND,Karnataka,IND017,Raichur,India
9386,IND,Kerala,IND018,Kochi,India
9387,CHN,Henan Sheng,CHN012,Nanyang,China
9388,IND,Telangana,IND032,Nizamabad,India
9390,IND,Karnataka,IND017,Mysuru,India
9397,CHN,Heilongjiang Sheng,CHN011,Hulan,China
9399,CHN,Henan Sheng,CHN012,Xinzheng,China
9405,CHN,Henan Sheng,CHN012,Puyang,China
9409,CHN,Henan Sheng,CHN012,Pingdingshan,China
9410,IND,Maharashtra,IND021,Nagpur,India
9414,IND,Uttar Pradesh,IND034,Fatehpur,India
9420,IND,Kerala,IND018,Alappuzha,India
9429,CHN,Henan Sheng,CHN012,Xuchang,China
9431,CHN,Henan Sheng,CHN012,Kaifeng,China
9435,CHN,Liaoning Sheng,CHN018,Fuxin,China
9444,IND,Uttar Pradesh,IND034,Bahraich,India
9445,CHN,Heilongjiang Sheng,CHN011,Harbin,China
9452,IND,Kerala,IND018,Palakkad,India
9455,CHN,Hubei Sheng,CHN013,Xiangyang,China
9462,IND,Karnataka,IND017,Tumakuru,India
9464,IND,Kerala,IND018,Kollam,India
9466,IND,Madhya Pradesh,IND020,Jabalpur,India
9472,IND,Kerala,IND018,Kottayam,India
9479,CHN,Guizhou Sheng,CHN008,Tongren,China
9481,CHN,Shandong Sheng,CHN023,Liaocheng,China
9489,CHN,Hebei Sheng,CHN010,Qinhuangdao,China
9495,CHN,Hubei Sheng,CHN013,Yichang,China
9502,IND,Uttar Pradesh,IND034,Raebareli,India
9510,IND,Tamil Nadu,IND031,Coimbatore,India
9514,IND,Andhra Pradesh,IND002,Anantapur,India
9521,CHN,Liaoning Sheng,CHN018,Jinzhou,China
9524,IND,Telangana,IND032,Hyderabad,India
9536,IND,Madhya Pradesh,IND020,Katni,India
9543,CHN,Liaoning Sheng,CHN018,Huludao,China
9558,IND,Karnataka,IND017,Bengaluru,India
9566,IND,Andhra Pradesh,IND002,Kurnool,India
9571,CHN,Henan Sheng,CHN012,Luohe,China
9576,IND,Madhya Pradesh,IND020,Satna,India
9579,CHN,Shandong Sheng,CHN023,Heze,China
9586,IND,Kerala,IND018,Attingal,India
9588,IND,Uttar Pradesh,IND034,Gonda,India
9591,CHN,Guangxi Zhuangzu Zizhiqu,CHN007,Jinchengjiang,China
9602,IND,Maharashtra,IND021,Chandrapur,India
9603,CHN,Shandong Sheng,CHN023,Jinan,China
9612,IND,Kerala,IND018,Thiruvananthapuram,India
9620,IND,Tamil Nadu,IND031,Tiruppur,India
9633,CHN,Hunan Sheng,CHN014,Yingkou,China
9637,CHN,Jilin Sheng,CHN017,Changchun,China
9658,IND,Uttar Pradesh,IND034,Faizabad,India
9664,IND,Tamil Nadu,IND031,Hosur,India
9666,IND,Telangana,IND032,Karimnagar,India
9671,CHN,Jilin Sheng,CHN017,Siping,China
9673,CHN,Heilongjiang Sheng,CHN011,Hegang,China
9676,IND,Tamil Nadu,IND031,Colachel,India
9685,CHN,Henan Sheng,CHN012,Zhumadian,China
9686,IND,Madhya Pradesh,IND020,Rewa,India
9692,IND,Uttar Pradesh,IND034,Sultanpur,India
9693,CHN,Shandong Sheng,CHN023,Binzhou,China
9701,CHN,Liaoning Sheng,CHN018,Panjin,China
9703,CHN,Henan Sheng,CHN012,Zhoukou,China
9710,IND,Maharashtra,IND021,Gondia,India
9714,IND,Uttar Pradesh,IND034,Prayagraj,India
9715,CHN,Hubei Sheng,CHN013,Jingzhou,China
9716,IND,Tamil Nadu,IND031,Erode,India
9725,CHN,Shandong Sheng,CHN023,Zhangqiu,China
9728,IND,Uttar Pradesh,IND034,Pratapgarh,India
9731,CHN,Shandong Sheng,CHN023,Tai'an,China
9757,CHN,Shandong Sheng,CHN023,Dongying,China
9758,IND,Uttar Pradesh,IND034,Domariaganj,India
9761,CHN,Henan Sheng,CHN012,Shangqiu,China
9774,IND,Uttar Pradesh,IND034,Jhusi,India
9779,CHN,Liaoning Sheng,CHN018,Shenyang,China
9780,IND,Tamil Nadu,IND031,Nagercoil,India
9781,CHN,Shandong Sheng,CHN023,Jining,China
9793,CHN,Hunan Sheng,CHN014,Changde,China
9800,IND,Tamil Nadu,IND031,Salem,India
9801,CHN,Shandong Sheng,CHN023,Zibo,China
9806,IND,Tamil Nadu,IND031,Tirunelveli,India
9814,IND,Telangana,IND032,Warangal,India
9820,IND,Uttar Pradesh,IND034,Basti,India
9823,CHN,Heilongjiang Sheng,CHN011,Jiamusi,China
9828,IND,Tamil Nadu,IND031,Sivakasi,India
9831,CHN,Henan Sheng,CHN012,Xinyang,China
9832,IND,Uttar Pradesh,IND034,Meja Road,India
9836,IND,Tamil Nadu,IND031,Karur,India
9840,IND,Tamil Nadu,IND031,Dindigul,India
9843,CHN,Guangxi Zhuangzu Zizhiqu,CHN007,Nanning,China
9845,CHN,Liaoning Sheng,CHN018,Yingkou,China
9853,CHN,Shandong Sheng,CHN023,Laiwu,China
9859,CHN,Shandong Sheng,CHN023,Linzi,China
9860,IND,Uttar Pradesh,IND034,Gyanpur,India
9861,CHN,Shandong Sheng,CHN023,Zoucheng,China
9864,IND,Andhra Pradesh,IND002,Kadapa,India
9873,CHN,Hubei Sheng,CHN013,Tianmen,China
9877,CHN,Jilin Sheng,CHN017,Liaoyuan,China
9879,CHN,Liaoning Sheng,CHN018,Fushun,China
9880,IND,Tamil Nadu,IND031,Madurai,India
9881,CHN,Liaoning Sheng,CHN018,Anshan,China
9899,CHN,Liaoning Sheng,CHN018,Liaoyang,China
9905,CHN,Liaoning Sheng,CHN018,Haicheng,China
9908,IND,Uttar Pradesh,IND034,Jaunpur,India
9909,CHN,Anhui Sheng,CHN001,Bozhou,China
9911,CHN,Hubei Sheng,CHN013,Anlu,China
9915,CHN,Liaoning Sheng,CHN018,Dashiqiao,China
9919,CHN,Liaoning Sheng,CHN018,Bayuquan,China
9921,CHN,Jilin Sheng,CHN017,Jilin City,China
9926,IND,Uttar Pradesh,IND034,Bhadohi,India
9930,IND,Tamil Nadu,IND031,Thoothukudi,India
9934,IND,Uttar Pradesh,IND034,Mirzapur,India
9939,CHN,Guangxi Zhuangzu Zizhiqu,CHN007,Liuzhou,China
9959,CHN,Shandong Sheng,CHN023,Qingzhou,China
9968,IND,Uttar Pradesh,IND034,Gorakhpur,India
9969,CHN,Hunan Sheng,CHN014,Lengshuijiang,China
9971,CHN,Shandong Sheng,CHN023,Shouguang,China
9978,IND,Tamil Nadu,IND031,Tiruchirappalli,India
9981,CHN,Shandong Sheng,CHN023,Tengzhou,China
9984,IND,Uttar Pradesh,IND034,Azamgarh,India
9987,CHN,Guangxi Zhuangzu Zizhiqu,CHN007,Laibin,China
9990,IND,Uttar Pradesh,IND034,Jianpur,India
9995,CHN,Shandong Sheng,CHN023,Linqu,China
9996,IND,Chhattisgarh,IND007,Durg,India
10003,CHN,Hubei Sheng,CHN013,Xiantao,China
10006,IND,Tamil Nadu,IND031,Vellore,India
10008,IND,Uttar Pradesh,IND034,Varanasi,India
10010,IND,Telangana,IND032,Khammam,India
10023,CHN,Guangxi Zhuangzu Zizhiqu,CHN007,Guilin,China
10025,CHN,Liaoning Sheng,CHN018,Benxi,China
10027,CHN,Hunan Sheng,CHN014,Yiyang,China
10029,CHN,Hubei Sheng,CHN013,Xiaogan,China
10034,IND,Tamil Nadu,IND031,Tiruvannamalai,India
10041,CHN,Hunan Sheng,CHN014,Shaoyang,China
10046,IND,Andhra Pradesh,IND002,Tirupati,India
10051,CHN,Henan Sheng,CHN012,Yongcheng,China
10053,CHN,Hubei Sheng,CHN013,Hanchuan,China
10060,IND,Tamil Nadu,IND031,Ranipet,India
10065,CHN,Heilongjiang Sheng,CHN011,Fujin,China
10068,IND,Madhya Pradesh,IND020,Waidhan,India
10069,CHN,Liaoning Sheng,CHN018,Wafangdian,China
10073,CHN,Shandong Sheng,CHN023,Weifang,China
10074,IND,Chhattisgarh,IND007,Raipur,India
10093,CHN,Hunan Sheng,CHN014,Loudi,China
10099,CHN,Anhui Sheng,CHN001,Fuyang,China
10101,CHN,Hunan Sheng,CHN014,Yueyang,China
10102,IND,Uttar Pradesh,IND034,Deoria,India
10105,CHN,Shandong Sheng,CHN023,Changyi,China
10106,IND,Uttar Pradesh,IND034,Padrauna,India
10110,IND,Uttar Pradesh,IND034,Mau,India
10113,CHN,Liaoning Sheng,CHN018,Dalian,China
10125,CHN,Shandong Sheng,CHN023,市中区,China
10127,CHN,Anhui Sheng,CHN001,Huaibei,China
10131,CHN,Hubei Sheng,CHN013,Wuhan,China
10132,IND,Tamil Nadu,IND031,Thanjavur,India
10143,CHN,Jiangsu Sheng,CHN015,Xuzhou,China
10159,CHN,Guangxi Zhuangzu Zizhiqu,CHN007,Guigang,China
10160,IND,Chhattisgarh,IND007,Bilaspur,India
10164,IND,Uttar Pradesh,IND034,Ghazipur,India
10169,CHN,Shandong Sheng,CHN023,Anqiu,China
10176,IND,Andhra Pradesh,IND002,Guntur,India
10177,CHN,Shandong Sheng,CHN023,Laizhou,China
10178,IND,Andhra Pradesh,IND002,Nellore,India
10189,CHN,Hunan Sheng,CHN014,Miluo,China
10190,IND,Tamil Nadu,IND031,Viluppuram,India
10191,CHN,Hunan Sheng,CHN014,Yongzhou,China
10199,CHN,Shandong Sheng,CHN023,Linyi,China
10204,IND,Tamil Nadu,IND031,Kumbakonam,India
10208,IND,Tamil Nadu,IND031,Kanchipuram,India
10212,IND,Uttar Pradesh,IND034,Tamkuhi Raj,India
10223,CHN,Guangxi Zhuangzu Zizhiqu,CHN007,Beihai,China
10224,IND,Andhra Pradesh,IND002,Vijayawada,India
10229,CHN,Hunan Sheng,CHN014,Changsha,China
10232,IND,Bihar,IND005,Bhore,India
10237,CHN,Anhui Sheng,CHN001,Suzhou,China
10241,CHN,Guangxi Zhuangzu Zizhiqu,CHN007,Guiping,China
10244,IND,Tamil Nadu,IND031,Vadalur,India
10253,CHN,Shandong Sheng,CHN023,Pingdu,China
10259,CHN,Heilongjiang Sheng,CHN011,Xinxing,China
10267,CHN,Hunan Sheng,CHN014,Yuhu,China
10277,CHN,Hubei Sheng,CHN013,Xianning,China
10281,CHN,Shandong Sheng,CHN023,Gaomi,China
10283,CHN,Shandong Sheng,CHN023,Zucheng,China
10286,IND,Bihar,IND005,Bettiah,India
10289,CHN,Hunan Sheng,CHN014,Xiangtan,China
10290,IND,Puducherry,IND027,Puducherry,India
10292,IND,Tamil Nadu,IND031,Cuddalore,India
10300,IND,Tamil Nadu,IND031,Chennai,India
10302,IND,Tamil Nadu,IND031,Chidambaram,India
10305,CHN,Jiangsu Sheng,CHN015,Yitang,China
10306,IND,Bihar,IND005,Maharajganj,India
10316,IND,Bihar,IND005,Nautan,India
10321,CHN,Hubei Sheng,CHN013,Ezhou,China
10323,CHN,Hunan Sheng,CHN014,Zhuzhou,China
10325,CHN,Guangxi Zhuangzu Zizhiqu,CHN007,Yulin,China
10326,IND,Chhattisgarh,IND007,Korba,India
10334,IND,Uttar Pradesh,IND034,Ballia,India
10335,CHN,Hunan Sheng,CHN014,Hengyang,China
10338,IND,Bihar,IND005,Siwan,India
10343,CHN,Heilongjiang Sheng,CHN011,Mudanjiang,China
10353,CHN,Shandong Sheng,CHN023,Fushan,China
10361,CHN,Shandong Sheng,CHN023,Jiaozhou,China
10368,IND,Andhra Pradesh,IND002,Eluru,India
10371,CHN,Jilin Sheng,CHN017,Tonghua,China
10378,IND,Bihar,IND005,Areraj,India
10381,CHN,Shandong Sheng,CHN023,Laiyang,China
10386,IND,Bihar,IND005,Sasaram,India
10397,CHN,Hubei Sheng,CHN013,Huangshi,China
10400,IND,Bihar,IND005,Turkaulia,India
10402,IND,Bihar,IND005,Ekma,India
10403,CHN,Anhui Sheng,CHN001,Tianjia‘an,China
10415,CHN,Hunan Sheng,CHN014,Liuyang,China
10423,CHN,Heilongjiang Sheng,CHN011,Jixi,China
10432,IND,Bihar,IND005,Motihari,India
10433,CHN,Jilin Sheng,CHN017,Baishan,China
10437,CHN,Shandong Sheng,CHN023,Rizhao,China
10440,IND,Bihar,IND005,Sahebganj,India
10441,CHN,Liaoning Sheng,CHN018,Dandong,China
10444,IND,Bihar,IND005,Marhaura,India
10446,IND,Bihar,IND005,Dehri,India
10447,CHN,Anhui Sheng,CHN001,Bengbu,China
10449,CHN,Shandong Sheng,CHN023,Qingdao,China
10453,CHN,Guangxi Zhuangzu Zizhiqu,CHN007,Hezhou,China
10457,CHN,Jiangsu Sheng,CHN015,Suqian,China
10462,IND,Bihar,IND005,Chhapra,India
10463,CHN,Hunan Sheng,CHN014,Liling,China
10469,CHN,Shandong Sheng,CHN023,胶南,China
10470,IND,Bihar,IND005,Arrah,India
10481,CHN,Anhui Sheng,CHN001,Lu'an,China
10483,CHN,Shandong Sheng,CHN023,Huangdao District,China
10484,IND,Jharkhand,IND016,Medininagar,India
10489,CHN,Hunan Sheng,CHN014,Leiyang,China
10493,CHN,Hunan Sheng,CHN014,Pukou,China
10502,IND,Bihar,IND005,Dighwara,India
10512,IND,Bihar,IND005,Mehsi,India
10517,CHN,Guangxi Zhuangzu Zizhiqu,CHN007,Cenxi,China
10521,CHN,Guangxi Zhuangzu Zizhiqu,CHN007,Wuzhou,China
10524,IND,Andhra Pradesh,IND002,Rajamahendravaram,India
10541,CHN,Guangdong Sheng,CHN006,Leizhou,China
10543,CHN,Jiangsu Sheng,CHN015,Haizhou District,China
10546,IND,Bihar,IND005,Kalyanpur,India
10553,CHN,Jiangxi Sheng,CHN016,Pingxiang,China
10563,CHN,Guangdong Sheng,CHN006,Zhanjiang,China
10571,CHN,Hainan Sheng,CHN009,Danzhou City,China
10573,CHN,Jiangsu Sheng,CHN015,Shuyang,China
10576,IND,Bihar,IND005,Hajipur,India
10580,IND,Bihar,IND005,Sitamarhi,India
10585,CHN,Shandong Sheng,CHN023,Weihai,China
10586,IND,Bihar,IND005,Patna,India
10591,CHN,Guangdong Sheng,CHN006,Xiashan,China
10592,IND,Bihar,IND005,Runisaidpur,India
10604,IND,Bihar,IND005,Masaurhi,India
10615,CHN,Guangdong Sheng,CHN006,Gaozhou,China
10629,CHN,Anhui Sheng,CHN001,Hefei,China
10636,IND,Andhra Pradesh,IND002,Kakinada,India
10642,IND,Bihar,IND005,Gaya,India
10645,CHN,Hunan Sheng,CHN014,Chenzhou,China
10651,CHN,Guangdong Sheng,CHN006,Maoming,China
10661,CHN,Guangdong Sheng,CHN006,Wuchuan,China
10663,CHN,Jiangxi Sheng,CHN016,Yichun,China
10674,IND,Bihar,IND005,Bakhtiyarpur,India
10683,CHN,Hainan Sheng,CHN009,Sanya,China
10695,CHN,Hainan Sheng,CHN009,Xiuying District,China
10698,IND,Bihar,IND005,Rahika,India
10704,IND,Bihar,IND005,Darbhanga,India
10715,CHN,Jiangsu Sheng,CHN015,Huaiyin District,China
10721,CHN,Jiangxi Sheng,CHN016,Jiujiang,China
10728,IND,Bihar,IND005,Bihar Sharif,India
10730,IND,Bihar,IND005,Khajauli,India
10734,IND,Bihar,IND005,Madhubani,India
10753,CHN,Jiangsu Sheng,CHN015,Huai'an District,China
10754,IND,Bihar,IND005,Nawada,India
10760,IND,Bihar,IND005,Mansurchak,India
10766,IND,Bihar,IND005,Bibhutpur,India
10774,IND,Bihar,IND005,Benipur,India
10779,CHN,Jiangxi Sheng,CHN016,Xinyu,China
10785,CHN,Jiangxi Sheng,CHN016,Gao'an,China
10793,CHN,Anhui Sheng,CHN001,Chuzhou,China
